,text,intent,slots,pattern_id
1355,العطش قد قتلنی « بی‌آبی منو میکشه » این حرفو کسی میزنه که مردم و خرمشهر در دولتش به خاطر بی‌آبی گلوله‌ی ساچمه‌ای خوردند,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3501355
1356,اگه آمریکا استعمارگر‌بود الان کره و ژاپن داشتن گرسنگی میمردن,offensive,o o o o o o o o o o,3501356
1357,عاقبت مقابله باایرانوایرانی میشودمثل نابودی عربده کشان یزیدیان زمان ,offensive,o o o o o o o o o,3501357
1358,در هر ارگانی هم خوب هست هم بداگر راست می‌گویی وسند ودلیل ومدرک مخصوصا سپاه چرا رو نمی‌کنی شما که بیش از بیس میلیون رای‌داری ولی کسانی که شبه افکنی می‌کنند و بگم بگم راه میندازن دنبال باج گرفتنن عین همون استاندار هاشمی احمقی نژاد,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501358
1359,افتخار میکنم که مادرم از پدر و مادر یک شهید نگهداری میکنه اونم بدون ذره‌ای حقوق ,offensive,o o o o o o o o o o o o o o o o,3501359
1360, شرکتی که صاحابش انصاری ( پدر آزاده انصاری اولین دختر فضانورد ایرانی ) که با پول دزدی رفت فضا هستش کیسون همون شرکتیه که فرودگاه امام خمینی رو ساخت,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501360
1361,آقای رئیسی بجای رانت خواری و حقوق نجومی پول اونو به مردم کمک کنید,offensive,o o o o o o o o o o o o o o,3501361
1363,آقای روحانی عزیزما هموناییم که پارسال این موقعها توو همین تلگرام در به در ، دنبال رای جمع کردن برا شما‌بودیم,offensive,o o o o o o o o o o o o o o o o o o o o o,3501363
1364,آقای رئیس جمهور اصن شما هم کلا هرچی کار‌داری بذار زمین فقط بیانیه تبریک فوتبال و والیبال و بده و شعارهای پوپولیستی بده تا یه عده برات بزنن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501364
1365, مردم ایران برن توصف گوشت و مرغ یخی واسه سیر کردن شکم خانوادشون الهی خدا جوابتتونو بده به زودی,offensive,o o o o o o o o o o o o o o o o o o o,3501365
1366,یعنی ما ارتشی‌ها زیر خط فقریم در بیان و زبان همه چیز ساده است مثل قول‌های شما اما عمل‌کرد مهمه ,offensive,o o o o o o o o o o o o o o o o o o o o,3501366
1367, هر روز خدا هم که یه اختلاس داریم شما که ملت و از اون دنیا میترسونید چرا خودتون هر غلطی میکنید تو این کشور آدم درست حسابی یعنی نداریم که چند تا بی‌سواد رو گذاشتین سرکار کشورهای دیگه دنبال مهندسین و کاردان‌های کشور ما هستن ولی شماها اصلا آدم حسابشون نمیکنید,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501367
1368,کیر توقبر مرده زنده هرچی مسئول کوسکشه,offensive,o o o o o o o,3501368
1369,خیر نبینید زنازاده‌های سگ پدر,offensive,o o o o o,3501369
1370,ایران حتی در جنگ تحمیلی که بیش از کشور هم پیمان علیه خود داشت و در کوران تهدیدات عینی‌بود ، چنین شرایط ارزی را تجربه نکرد مسبب قیمت فعلی دلار در خود دولت روحانی است,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501370
1371,« نهادهای عمومی » ( غیردولتی ) نیز از بنگاه‌داری دست بردارند و به وظایف و خدمات اصلی خودشان بپردازند ؛ که این کار هم به نفع خودشان و هم به نفع مردم خواهد‌بود ‌ ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501371
1372,من شوهرم با هزار بدبختی داره زندگی میچرخونه قراره وام بگیره که بتونه خدمت بخره از شما بعنوان یک هم وطن تقاضا دارم این طرح لغوش نکنید با زندگی ما و امسال ما بازی نکنید,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501372
1373,امید است کسی بیایید که حرف‌های راست بزند و وعده‌هایش را جامعه عمل بپوشاند ,offensive,o o o o o o o o o o o o o o,3501373
1374,امارات گوزو خیلی شیک صیادامون کشت وزخمی ودستگیرکرد وما پس حرفای غیرقابل اجراروبزاریددرکوزه,offensive,o o o o o o o o o o o o o,3501374
1375,بی‌خود نیست که هالیود آمریکا میاد بر ضد سپاه فیلم میسازه بی‌خود نیست نتانیاهو میگه سه تا کشور عربی را سپاه ایران داره هدایت میکنه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3501375
1376,ایران حتی در جنگ تحمیلی که بیش از کشور هم پیمان علیه خود داشت و کوران تهدیدات عینی‌بود ، چنین شرایط ارزی را تجربه نکرد مسبب قیمت فعلی دلار در خود دولت روحانی است,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501376
1377,رئیسی شما فقط خوب بلد حاشیه‌سازی کنید و بپردازید به مسائل حاشیه‌ای در صورتی که موضوع اصلی فقر بیکاری و است,offensive,o o o o o o o o o o o o o o o o o o o o o,3501377
1378,ریاست جمهوری و قوه قضاییه انحراف افکار و انرژی مردم از اصلی‌ترین عامل تغییر شرایط و اصلاح نظام کشور همان مجلس است ,offensive,o o o o o o o o o o o o o o o o o o o o o o,3501378
1379,ندیدی مصباح چی گفت گفت مردم اگه به روحانیون بی‌احترامی کنن اونارو با قدرت ماورایی نابود می‌کنیم,offensive,o o o o o o o o o o o o o o o o o,3501379
1380,ایران در زمره پرریسک‌ترین کشورها قرار گرفت با اجرای برجام و تلاش‌هایی که در کنار اجرای صحیح قوانین مالی بین‌المللی صورت گرفت ، رتبه ایران ابتدا به و اکنون به ارتقا یافته_است و مسئولین در تلاش‌اند در سال جاری میلادی این رتبه را باز هم ارتقا دهند ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501380
1381,مرگ_بر_اصل_ولايت_فقيه #انقلاب_قانون_اساسي #اتحاد_رمز_پيروزي,offensive,o o o,3501381
1382,#تحريم_نفت #خشونت_هوشمند #اولتيماتوم_آبان #ارژنگ_داوودي,offensive,o o o o,3501382
1383,اقای رئیسی مردم بیچارن چرا به فکر نیستین حیف جوانی ما حیف,offensive,o o o o o o o o o o o o,3501383
1384, فقط عاشق ابروهای خمینی هستم شبیه موکت است,offensive,o o o o o o o o,3501384
1385, ‌دولت دوازدهم از فضای مجازی امکان دسترسی و برقراری ارتباط مردم ، حراست خواهد_کرد ‌ فضای مجازی شبکه اجتماعی پیام رسان داخلی تلگرام اینستاگرام‌,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3501385
1386,آقای رئیس جمهور با توجه به شعار‌ها و تکنوکرات‌گرایی لفظی شما چه اینده‌ای برای خود و کشور مذبور تصور میکردید ایا هنوز از مدیریت شایسته خود میگفتید نه به نالایقی از گذشته باشکوه تا اینده مبهم شعار تا واقعیت نه به دولت سیاسی بدون تخصص تدبیر,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501386
1387,بیچاره شدیم بخدا با این اوضاع ، کجای کاری دکتر روحانی برجامتم پرید ، تلگرامتم پرید ، راستی گفتی که فیلتر نمیکنی که منم مثل خودت قول میدم برا ایران جونمو بدم,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501387
1388,هونه است این‌ها حرفای یک مشت هوس باز و هرزه است که میخواهند کشور را به فساد بکشند چون قادر نیستند به اهداف شومشان برسند کوچکترین مشکلات کشور را در چشم دشمنان بزرگ می‌کنند ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501388
1389,آقازاده‌های بی‌همه چیز اسلام رو در نگاه این مردم خراب کردید شما فرزندان ابن مرجانه هستید,offensive,o o o o o o o o o o o o o o o o,3501389
1390,رو پشت می‌کروفن داد بزن فریاد بکش ما مشکل نداریم تو نداری ولی ماداریم من اگه جای شما‌بودم سرم میزاشتم زمین شب بخیر اقای روحانی,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3501390
1391,‌ای چه مملکت گل و بلبلی داریم,offensive,o o o o o o o,3501391
1392,خواهش میکنم وام نگیر چون این جوجه شیخا و نهاد‌های رهبری میگین حق ماست,offensive,o o o o o o o o o o o o o o,3501392
1393,دلم خوش‌بود بیکارم حداقل بچم شام شب داره تو احمدی روسفید کردی,offensive,o o o o o o o o o o o o,3501393
1394,اگ اسلام این باشه ک شما میگید یقینن شما ب بهشت نمیرید,offensive,o o o o o o o o o o o o,3501394
1395,شما  ملاها از نسل ابوبکر و معاویه و یزیدید و ملت هوشیار با تلاش و کمک خدا گردنتون رو خواهیم_شکست,offensive,o o o o o o o o o o o o o o o o o o o o,3501395
1396,بفکرسیستان وبلوچستان باشیدایناهمه ب گردن شما هست آقای رئیسی,offensive,o o o o o o o o o,3501396
1397, مردم یه روزی با هم متحد میشن پدر تو هرچی آقا زاده و آخوندو آخوند زاده و در میارن,offensive,o o o o o o o o o o o o o o o o o o o,3501397
1398,مردم به عمل نیاز دارن شعار لازم نیست,offensive,o o o o o o o o,3501398
1399,رای دادین پاشم وایسید اعتراض ممنوع,offensive,o o o o o o,3501399
1400, سفیر بیشرف,offensive,o o,3501400
1401, روحانی : اگر فرماندهان با رای مردم انتخاب شوند ، در کنار مردم و نیروهای مسلح یک قدرت بزرگ می‌آفریند,offensive,o o o o o o o o o o o o o o o o o o o o,3501401
1402, فیلتر و مسدودسازی اخیر تلگرام نیز نه توسط دولت اجرا‌شده‌و نه مورد تایید دولت است ‌برای مسدودسازی پیام‌رسان مذکور در تاریخ حکم قضایی صادر و به همه اپراتورهای موبایل و ارائه‌دهندگان خدمات اینترنتی ابلاغ کردند تا آن‌ها راسا به اختلال در ارتباط نمایند (,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501402
1403, ب امید روزی ک یه مررد واقعی و نترس ، بیاد و عدالت رو تو مظلوممون عملیاتی کنه,offensive,o o o o o o o o o o o o o o o o o o,3501403
1404,چرا هموطنهای خودتونو مجبور میکنید اتومبیل بی‌کیفیت و ناامن داخلی رو سوار بشن و جونشون برای امثال شما بی‌ارزش هست میدونید اسم این کار شما چیه خیانت به رای مردم,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501404
1405,قربون مدافعان حرم شم اونا ی مشت جوان خامو دل پاکن نه کل گندا فقط تو فکر اینن که مالو اموالشونو از حق مردم بگیرن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3501405
1406,مملکت ما ورشکسته شد از زمان همان شورش سال پنجاه و هفت ورشکسته شد,offensive,o o o o o o o o o o o o o o,3501406
1407,اید روی قبرمون بزنن که ما فراموش شدگان و ابلهان تاریخیم آخه اینها کی بودن و هستن که خودمون کردیم خودمون کردیم که ملت ابله و کودن خاک تو سر ما بشه اینا حق دارن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501407
1408, شخص منافق و دو روی شما  آخوندا نبودید مگر امثال شما اقدام به دیوارکشی در دانشگاهها برای جدا کردن دختران از نبودید امثال شما آبروی اسلام و مسلمانی رو با افراط و تفریط برده,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501408
1409,عدم امنیت یعنی نمی‌توانی ازدواج کنی فردا در مخارج زندگی مشکل داشته,offensive,o o o o o o o o o o o o,3501409
1410, همه جوونا سوختن این عدالتتون‌بود چی وعده‌ها اوضاع مال دولته قبله مردم شعور دارن لااقل به شعور مردم دیگه توهین نکنید,offensive,o o o o o o o o o o o o o o o o o o o o o,3501410
1411, مردم ساده لوح نیستند اگه‌بودند الان رئیسی یا بدترازاون میشد رئیس جمهور تاریخ نشون داده هیچ دولتی بهتراز اصلاح‌طلبان خوب کار نکرده و نخواهد_کرد,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3501411
1412,مرگ فتنه گران و اصلاح‌طلبان,offensive,o o o o o,3501412
1413,آقای رئیس جمهور از رفع حصر شعاردادی ورای جمع کردی محمدخاتمی را سپرقراردادی ورای جمع کردی حالاهم که بر خرمراد سوارشده‌ای توی دلت به این مردم ساده وزودباور میخندی وبارخودت ازپیش میبندی وبستگانت رادرراس امورقرارداده‌ای ، گیرم که خلق رابفریبت فریفتی بادست انتقام الهی چه میکنی,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501413
1414,آقا زاده حتی اگه به تمسخر هم باشه برای این جماعت خیلی خیلی واژه سنگینیه,offensive,o o o o o o o o o o o o o o o,3501414
1415, با این ثروتی که کشورمون داره ، چرا باید اوضاع اینجوری باشه بعد شما میاین از بهبود وضعیت صحبت می‌کنید,offensive,o o o o o o o o o o o o o o o o o o o o,3501415
1416,اتحادقدرت ماست هیچ سرکوبی قدرت سرکوب انقلاب مارو نداره قیام ما ادامه دارد ,offensive,o o o o o o o o o o o o o,3501416
1417,مام خمینی همونی نبود که اصلیتش هندی‌بود خاک تو سرتون ایرانی رو فروختین به هندی ولی محمد شاه چی گفت گفت هیچی تحولتون نمیدن جز مردم فریبی پراکندگی بیگانه الان چی‌شده‌ببین وضعمون عین چیزیه که شاه گفت,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501417
1418,مردم یعنی پدرم و پدرانمون و مادرانمون چیزی رو که چهل سال پیش در سر داشتن و بخاطرش انقلاب کردن و خون دادن و قطعا این نبود اصلا هیچکدوم از حرفاتون رو قبول ندارم,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501418
1419,الان شرایط اختلاسگری الان کاپ هم میدن بهشون روز به روز پیشرفته اختلاصه یهو بخودمون میایم میبینیم از کل ایران نصف تهرانم نمونده به لطف گران بیشرف عزیز,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501419
1420,آقای رئیسی دروغ کافیه اگر توان اجرا ندارید کنار برید استفعا همیشه هم بد نیست اگر زیر منگنه و فشار هستید کنار برید تا راه برای مردم باز شه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501420
1421,دوباره ایران توسط ترامپ خروج ایران از‌ان پی تی,offensive,o o o o o o o o o,3501421
1422,مرگ بر حکومت اخوندی و استبدادی,offensive,o o o o o o,3501422
1423,ملا خطرناک‌ترین نوع بشر,offensive,o o o o,3501423
1424, متاسفانه فرماندهان هم فقط به فکر جیب و میز مقام هستند و به فکر روحیه و رفاه پرسنل نیستند ایکاش کمی به فکر تین عزیزان قانع باشید قبل از بروز اتفاقهای ناگوار که عاقبتی جز پشیمانی نخواهد_داشت,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501424
1425,ی کاش به جای اینکه فیلتر کنید تلگرام را ضمینه‌ی رقابت پیام رسان‌های داخلی را با تلگرام فراهم میکردید تا مردم خودشان انتخاب کنند ‌ ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3501425
1426,ب امید روزی ک یه مررد واقعی و نترس ، بیاد و عدالت رو تو ایران مظلوممون عملیاتی کنه,offensive,o o o o o o o o o o o o o o o o o o o,3501426
1427, درگوشت خوب فروکن هرگزیک ایرانی راتهدیدنکنی ، چون عاقبت مقابله باایرانوایرانی میشودمثل نابودی عربده کشان یزیدیان زمان,offensive,o o o o o o o o o o o o o o o o o,3501427
1428, چرا بنفع مردم یکاری نمیکنین مسئولین,offensive,o o o o o o,3501428
1429,رمزبقا شما دولتیا بهره‌گیری از مافیای درون سازمانی هست واکیدا ازمتخصصین بیزارین ، ولی کشورهای دیگه اینجوری نیستن ، سرمایه انسانی مملکت راخیلی راحت ازدست میدین ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o,3501429
1430,چرا دارین الکی همه مردمو میپیچونین دارین ب شعور یه کشور توهین میکنین اقای روحانی اگه همین مردم متحد بشن تهران میره رو هوا این مردم نباشن شمام هیچی نیستی چجوری بدبختی مردمو میبینو لبخند رو لبات میاد خجالت داره واقعا,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501430
1431,وقتی مردم ایران‌پول نون‌ ندارن‌کیرم‌تو کس جندت دزدای بیناموس پدرسگ‌دزد دکل‌نفت دزدی تو کس خار مادرت بیچاره,offensive,o o o o o o o o o o o o o o o o o,3501431
1432,خدا بگم سران مملکت و امثالتون را نابود کنه تا مردم یه نفس بکشن,offensive,o o o o o o o o o o o o o o,3501432
1433,مرگ بر دیکتاتور,offensive,o o o,3501433
1434,بیا از سند خيانت های نظام حرف بزنیم,offensive,o o o o o o o o,3501434
1435,اينا پوچ و تو خالين و هيچ کدوم راهي براي رسيدن به ازادي ارائه نميدن و فقط شعارشو فرياد ميزنن اونم جايي که نبايد,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3501435
1436,اقاي خامنه اي خجالت که بلد نيستي بکشي سرتو بزار بمير,offensive,o o o o o o o o o o o,3501436
1437,جفتک انداختن این سیاستمدارها رو نمی فهمم,offensive,o o o o o o o,3501437
1438,حقا که این نماينده هاي ده درصدي ففط به فکر منافع خودشون هستن,offensive,o o o o o o o o o o o o o,3501438
1439,از اين آخوند به اون آخوند دل ميبنديد,offensive,o o o o o o o o,3501439
1440,اين بدبخت ها رو نباید اعدام کنن,offensive,o o o o o o o,3501440
1441,نه مردم مسئولین رو ميزنن و نه اونا اينا رو,offensive,o o o o o o o o o o,3501441
1442,بريد اون صد کيلو خاويار رو از سفره هاشون برداريد بعد بيايد حسوديتون بشه ,offensive,o o o o o o o o o o o o o o,3501442
1443,با ابن مسئولین معيشت مردم هم به قهقرا رفت,offensive,o o o o o o o o o,3501443
1444,جوونارو به چه کاري وادار کردن و تمام عمرشان هدر رفت,offensive,o o o o o o o o o o o,3501444
1445,چهل سال دروغ شعار بسه ,offensive,o o o o o,3501445
1446,ببينن ۳۲ سال خون اين مردم را مکيده اند مردم را فقير وبي چاره کردن,offensive,o o o o o o o o o o o o o o o,3501446
1447,همه ملت محرومند از همه نعمت هاِي خدادادِي,offensive,o o o o o o o o,3501447
1448,هرچي اصلاحطلب خاينه,offensive,o o o,3501448
1449,پيروز باد پهلوی,offensive,o o o,3501449
1450,این هزار پدر ها باج میدن ,offensive,o o o o o o,3501450
1451,بي عرضه هايي که توان کنترل بازار را ندارن چگونه بک کشور را در دست دارن,offensive,o o o o o o o o o o o o o o o o,3501451
1452,اقشار مردم هم بايد هر نوع اعتراض رو از هر صنفي حمايت کنن,offensive,o o o o o o o o o o o o o,3501452
1453,دورود بر ترامپ دورود بر ايران ,offensive,o o o o o o,3501453
1454,يکي نيست بگه فائزه جنده خانم پدر گور به گور شدت خون ملت رامکيد,offensive,o o o o o o o o o o o o o o,3501454
1455,مادران آبان انتقام نمي‌خواهند,offensive,o o o o,3501455
1456,با بک اروق آمريکا اينها شلوارشان را خيس کردن به گوز گوز افتادان,offensive,o o o o o o o o o o o o o,3501456
1457,هيج وقت این نظام کثافت رو جدي نگيريد,offensive,o o o o o o o o,3501457
1458,اون کارگردان و نويسنده عقلشون بيشتر تو بازيگر کار ميکنه که ميکن اسم انقلاب و کثافت اسلامي به زبان نياوريد,offensive,o o o o o o o o o o o o o o o o o o o o,3501458
1459,اون پولي که اوباما با هواپيما فرستاد حاصل پول نفت بود,offensive,o o o o o o o o o o o,3501459
1460,همشون تبهکار بی لیاقت هستن,offensive,o o o o o,3501460
1461,جمهوري اسلامي چقدر براي کشورهايي مثل آمريکا و دول اروپايي نعمت است فکر کرديد چطور آمريکا و اکثر کشورهاي اروپايي از بحران اقتصادي ۲۰۰۸ و ۲۰۰۹ بيرون آمدند ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501461
1462,اين دولت اصل و نصبن انگليسي امريکايين به والله نود در صد اين وزرا بايد محاکمه بشن,offensive,o o o o o o o o o o o o o o o o o,3501462
1464,کیرم لا قبر خمینی هندی کشمیری,offensive,o o o o o o,3501464
1465,چون مجالس ختم بدون شام نميشه وامسال اجناس چند برابر هرسال شده براي همين امسال اين مجالس خود به خود خيلي کمتر ميشه به جاش صداوسيمايي ها خودشونو جر ميدن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501465
1466,حالا بذار ريپورت کنن تا خواهر و مادرشون جر بخوره,offensive,o o o o o o o o o o,3501466
1467,مردم احمق که به اينا راي مي دهن,offensive,o o o o o o o o,3501467
1468,اون قبول نیست ما ملت ایران ۴۲ سال تحریم رو تحمل کردیم یکسال هم تحمل بکنیم بمب اتم که ساختیم بعدش دیگه هیچ گهی نمیتونن بخورن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o,3501468
1469,زماني که چهره واقعيشو بفهمند اينقدر داغشو به سينه ميزنند که آنش جگر سوزي هست که تا في خالدون مسلمانان را خواهد سوزاند,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3501469
1470,توله هاي حرام زاده شون هم نوکر شرقي هم نوکر غربي جمهوري اسلامي ديوثي و جاکشي,offensive,o o o o o o o o o o o o o o o o,3501470
1471,مردم بازم خر مِيشن وپاتون وامِيستن والا دِيگه نه شِيخ مِيخواهِيم نه ملا لعنت به به هر دوتا,offensive,o o o o o o o o o o o o o o o o o o,3501471
1472,پيامبرفرمود:لعنت خدابرقومي که با نام اسلام ظهور و بزرگترين ضربه‌رابراسلام خواهند زد ,offensive,o o o o o o o o o o o o,3501472
1473,هر چند اين نماينده بزرگترينشونه اگر اين احکام دينه و امامش گفته خب اونم ...😂,offensive,o o o o o o o o o o o o o o o,3501473
1474,رئیس جمهور بي شعور نفرت پراکن ودشمن اخلاق وبشريت,offensive,o o o o o o o o o,3501474
1475,هرگونه مذکره خيانت هست به ميهن و خون شهيدان,offensive,o o o o o o o o o,3501475
1476,حکومتی ها همه هم پفيوس هستن هم احمق,offensive,o o o o o o o o,3501476
1477,ترک فقط آذري وترک آذربايجانات ايران فرهنگ آذري هاي خودمون کجا ترکيه کجا,offensive,o o o o o o o o o o o o o,3501477
1478,اينا وزرا همشون همينن ,offensive,o o o o,3501478
1479,امريکا به ايراني خدمت کرد؟,offensive,o o o o o,3501479
1480,من تا حالا تو جامعه نديدم کسي از اين آقا تعريف کنه,offensive,o o o o o o o o o o o o,3501480
1481,دولت لائيک الهام علي اف عمرا,offensive,o o o o o o,3501481
1482,از دست اين که اسهال طلبان ,offensive,o o o o o o,3501482
1483,اينها ابله هستند و اما شمايي که اين ابلهان را باور ميکنيد از اينها هم ابله تريد,offensive,o o o o o o o o o o o o o o o o o,3501483
1484,زبان شغلهاي خامنه اي فقط خونه,offensive,o o o o o o,3501484
1485,برای بر جام آخرهم هیچ غلطی نکردن,offensive,o o o o o o o,3501485
1486,ديگه لولو اون نفهميا رو خوردو برد,offensive,o o o o o o o,3501486
1487,کی میخاین بفهمید ما ملت کرد هستیم و این حرفاتون ما رو بیشتر دور میکنه از اپوزیسیون ,offensive,o o o o o o o o o o o o o o o o o,3501487
1488,خواهشا يه دوره راي ندن دوستاني که هنوز هم طرفدار اين تفکر پوسيده و سطحي نگر و خودباخته هستن.,offensive,o o o o o o o o o o o o o o o o o o o,3501488
1489,نه رئیسی نه روحانی نه اون بوزينه خاتمي,offensive,o o o o o o o o,3501489
1490,چقدر يه عده امريکاپرست همين ارتش رو تو سر ايران زدن,offensive,o o o o o o o o o o o,3501490
1491,اسلام این مملکت روکشي بر کيش شيطانه.,offensive,o o o o o o o,3501491
1492,مگر ما کمونيست و کافريم؟,offensive,o o o o o,3501492
1493,به اين عمل کثيف خودشان رنگ ولعاب خدمت مي دهند ,offensive,o o o o o o o o o o,3501493
1494,کاش مثل قديم که کفن پوش ميشدن الان هم در برابر نمايندگان دزد مجلس ودولتي ها کفن پوش ميشدن ومردم همه از اونها حمايت ميکردن و کلا مجلس و دولت منحل ميشد ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501494
1495,صدها جوان دهه شصتي همانند من با تحصيلات دانشگاهي و کار نميتونن ازدواج کنن، چندين نفر از دوستان زمان دانشگاه من مهاجرت کردن، چه کسي پاسخگو اين شرايطه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501495
1496,الان  بِيشتر خلاف کار هاِي بِين المللِي و هکر ها با بِيت کوِين کار مِيکنن و آمرِيکا تا الان جز عن خوردن کارِي نتونسته بکنه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3501496
1497,چه به موقع اونم اوله دهه زجرشون.اره ديگه از حالا به فکره چاره برا ابرو ريزيشون تو شبکه هاي دنيا برا راهپيمايي ۲۲ بهمن افتادن.,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3501497
1498,واقعا جاي تاسفه وه مسئولين رو بعد از کنکاشي که جامعه رو به لجن ميکشن مقامي داده شود,offensive,o o o o o o o o o o o o o o o o o o,3501498
1499,يعني بذاريم گند بزنن به مملکت جيک مونم درنياد به همين سادگي.,offensive,o o o o o o o o o o o o,3501499
1500,همين جوان هاي به قول شما عرزشي بودند که به دفاع از حريم حرم رفتند.,offensive,o o o o o o o o o o o o o o o,3501500
1501,روحاني آبروي ۳۰ ساله اش را براي نجات ملتش داد شماچي؟,offensive,o o o o o o o o o o o,3501501
1502,فقط کارشون شدن مسخره کردن و اسمشون رو گذاشتن پژوهشگر,offensive,o o o o o o o o o o,3501502
1503,ماجوونا داريم تاوان حماقت گذشتگان رو پس ميديم ,offensive,o o o o o o o o,3501503
1504,حتي همين رهبر اينا همه سازمان يافته امريکا و اسرايل هستن,offensive,o o o o o o o o o o o,3501504
1505,تو اصلا به ايران عِرق و تعصب نداري غير از فارسي حرف زدنت هيچ مشخصه ديگه اي که حاکي از ارتباط با ايران باشه در پستهاي تو مشاهده نميشه که خوب فارسي حرف زدن هم نميتونه دليل قاطعي باشه شايد افغاني باشي يک خروس 🐓 افغاني.,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501505
1506,نيگاه کنيــــد به تاريخ و ببينيـــــد آمريکا چه بر سر ايران آورد،،، اونروزي که کارتر حرونزاده، خون بدل اعلاحضرت فقيــــد ميکرد،، اونروزي که از عمام حمايت تموم قد ميکرد وووو,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501506
1507,یک ذره از نگرانی که بابت یمن و فلسطین رو واسه کشور خودمون داشت وظعیت ما این نمیشد ,offensive,o o o o o o o o o o o o o o o o o o,3501507
1508,امان از لقمه حروم و مصلحت ,offensive,o o o o o o,3501508
1509,دو تا بمب رو سر خامنه اي ها و طالبانيها بيندازيذ کار تمام مي‌شود.,offensive,o o o o o o o o o o o o o o,3501509
1510,کیرم تو جمهوری اسلامی,offensive,o o o o,3501510
1511,حرف سیاسی زدم هار شدی میخوای پاچه بگیری برو خودتو سیاه کن ما خودمون ذغال فروشیم,offensive,o o o o o o o o o o o o o o o o,3501511
1512,چراشادنباشيم يادمه بچه بوديم ازاول محرم تاآخر صفر فقط عزاداري پخش ميشد,offensive,o o o o o o o o o o o o,3501512
1513,من  طرف دار اخوندا نيستم طرف دار اسلام حقيقي هستم.,offensive,o o o o o o o o o o,3501513
1514,انشاالله بزرگترين سيلي نابودي خودحسنک فريدون وجهانگيري پينوکيو خواهد بود,offensive,o o o o o o o o o o,3501514
1515,يه مشت دزد کانديد ميشن براي چپاول ملت و کشور. کي راي مياره؟ شاه دزد,offensive,o o o o o o o o o o o o o o o,3501515
1516,ايشون اومده داره واسه خودش تبليغ ميکنه و مردم رو گول ميزنه و خودشو ناجي نشون ميده ,offensive,o o o o o o o o o o o o o o o o o,3501516
1517, ارتش و نيروهاي انتظامي ديگه فرمانبردار براي به گلوله بستن مردم نيستند پس بايد نيروهاي سپاه و ... نگه دارند با حقوق و مزاياي بالا تا مدافع حکومت باشند ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3501517
